Reference,Reference URL,Reference Perpendicular Baseline (meters),Secondary,Secondary URL,Secondary Perpendicular Baseline (meters),Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20190430T113013_20190430T113041_027019_030ADC_3ABB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190430T113013_20190430T113041_027019_030ADC_3ABB.zip,-127,S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,48
S1A_IW_SLC__1SDV_20190430T113013_20190430T113041_027019_030ADC_3ABB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190430T113013_20190430T113041_027019_030ADC_3ABB.zip,-127,S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315.zip,-36,60
S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE.zip,-32,S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666.zip,-35,12
S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE.zip,-32,S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,24
S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE.zip,-32,S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,36
S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE.zip,-32,S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315.zip,-36,48
S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190512T113014_20190512T113042_027194_0310CD_76AE.zip,-32,S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C.zip,-13,60
S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666.zip,-35,S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,12
S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666.zip,-35,S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,24
S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666.zip,-35,S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315.zip,-36,36
S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666.zip,-35,S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C.zip,-13,48
S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190524T113014_20190524T113042_027369_031646_A666.zip,-35,S1A_IW_SLC__1SDV_20190723T113018_20190723T113046_028244_0330C7_B689,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190723T113018_20190723T113046_028244_0330C7_B689.zip,-71,60
S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,12
S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315.zip,-36,24
S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C.zip,-13,36
S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,S1A_IW_SLC__1SDV_20190723T113018_20190723T113046_028244_0330C7_B689,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190723T113018_20190723T113046_028244_0330C7_B689.zip,-71,48
S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190605T113015_20190605T113043_027544_031BB2_6B8E.zip,-12,S1A_IW_SLC__1SDV_20190804T113019_20190804T113047_028419_03361F_7F3D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190804T113019_20190804T113047_028419_03361F_7F3D.zip,-18,60
S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315.zip,-36,12
S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C.zip,-13,24
S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,S1A_IW_SLC__1SDV_20190723T113018_20190723T113046_028244_0330C7_B689,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190723T113018_20190723T113046_028244_0330C7_B689.zip,-71,36
S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,S1A_IW_SLC__1SDV_20190804T113019_20190804T113047_028419_03361F_7F3D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190804T113019_20190804T113047_028419_03361F_7F3D.zip,-18,48
S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190617T113016_20190617T113043_027719_0320F7_B9C7.zip,34,S1A_IW_SLC__1SDV_20190816T113020_20190816T113047_028594_033BF9_2A8A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190816T113020_20190816T113047_028594_033BF9_2A8A.zip,-48,60
S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190629T113016_20190629T113044_027894_032632_E315.zip,-36,S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190711T113017_20190711T113045_028069_032B7F_3C1C.zip,-13,12
