Reference,Reference URL,Reference Perpendicular Baseline (meters),Secondary,Secondary URL,Secondary Perpendicular Baseline (meters),Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3.zip,0,S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8.zip,52,12
S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3.zip,0,S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D.zip,0,24
S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3.zip,0,S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,48
S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190109T231557_20190109T231624_025407_02D06D_09B3.zip,0,S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,60
S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8.zip,52,S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D.zip,0,12
S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8.zip,52,S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,36
S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8.zip,52,S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,48
S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190121T231557_20190121T231624_025582_02D6CC_12B8.zip,52,S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,60
S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D.zip,0,S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,24
S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D.zip,0,S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,36
S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D.zip,0,S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,48
S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190202T231557_20190202T231624_025757_02DD2C_F68D.zip,0,S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01.zip,0,60
S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,12
S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,24
S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01.zip,0,36
S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961.zip,14,48
S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190226T231556_20190226T231624_026107_02E9A4_D411.zip,-1,S1A_IW_SLC__1SDV_20190427T231558_20190427T231625_026982_03098E_2BFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190427T231558_20190427T231625_026982_03098E_2BFA.zip,39,60
S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,12
S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01.zip,0,24
S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961.zip,14,36
S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190310T231556_20190310T231623_026282_02EFF0_BB52.zip,13,S1A_IW_SLC__1SDV_20190427T231558_20190427T231625_026982_03098E_2BFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190427T231558_20190427T231625_026982_03098E_2BFA.zip,39,48
S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01.zip,0,12
S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961.zip,14,24
S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190322T231557_20190322T231624_026457_02F663_5592.zip,40,S1A_IW_SLC__1SDV_20190427T231558_20190427T231625_026982_03098E_2BFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190427T231558_20190427T231625_026982_03098E_2BFA.zip,39,36
S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190403T231557_20190403T231624_026632_02FCE0_5F01.zip,0,S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190415T231557_20190415T231624_026807_03033C_4961.zip,14,12
