Reference,Reference URL,Reference Perpendicular Baseline (meters),Secondary,Secondary URL,Secondary Perpendicular Baseline (meters),Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20210311T231609_20210311T231636_036957_045920_D677,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210311T231609_20210311T231636_036957_045920_D677.zip,-1,S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,48
S1A_IW_SLC__1SDV_20210311T231609_20210311T231636_036957_045920_D677,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210311T231609_20210311T231636_036957_045920_D677.zip,-1,S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,60
S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1.zip,-77,S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8.zip,-104,12
S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1.zip,-77,S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,24
S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1.zip,-77,S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,36
S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1.zip,-77,S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,48
S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210323T231609_20210323T231636_037132_045F36_7FE1.zip,-77,S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,60
S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8.zip,-104,S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,12
S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8.zip,-104,S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,24
S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8.zip,-104,S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,36
S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8.zip,-104,S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,48
S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210404T231609_20210404T231636_037307_04653F_10D8.zip,-104,S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,60
S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,12
S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,24
S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,36
S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,48
S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210416T231610_20210416T231637_037482_046B4C_E76C.zip,-71,S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1.zip,-20,60
S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,12
S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,24
S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,36
S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210428T231610_20210428T231637_037657_047161_80D1.zip,-114,S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1.zip,-20,48
S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,12
S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,24
S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1.zip,-20,36
S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210510T231611_20210510T231638_037832_04771A_CDD0.zip,22,S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3.zip,-22,60
S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,12
S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1.zip,-20,24
S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210522T231611_20210522T231638_038007_047C5F_C9D7.zip,-18,S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3.zip,-22,48
S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1.zip,-20,12
S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210603T231612_20210603T231639_038182_04819C_44A0.zip,-69,S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3.zip,-22,36
S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210615T231613_20210615T231640_038357_0486D1_DAA1.zip,-20,S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3.zip,-22,24
S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3.zip,-22,S1A_IW_SLC__1SDV_20210814T231616_20210814T231643_039232_04A1BB_0A7D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210814T231616_20210814T231643_039232_04A1BB_0A7D.zip,-42,37
S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210709T231614_20210709T231641_038707_049150_99C3.zip,-22,S1A_IW_SLC__1SDV_20210826T231617_20210826T231644_039407_04A7B5_EB3A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210826T231617_20210826T231644_039407_04A7B5_EB3A.zip,-17,49
